text,created_at,retweet_count,favorite_count,is_retweet
Congratulations to the 2019 Indianapolis 500 Winner @IMS @SimonPagenaud and @Team_Penske! @IndyCar🏆🏁 https://t.co/uxhfbhJ2p0,6/10/2019 22:53,9650,50153,FALSE
I have been briefed on the helicopter crash in New York City. Phenomenal job by our GREAT First Responders who are currently on the scene. THANK YOU for all you do 24/7/365! The Trump Administration stands ready should you need anything at all.,6/10/2019 18:52,17553,93465,FALSE
Can’t believe they are bringing in John Dean the disgraced Nixon White House Counsel who is a paid CNN contributor. No Collusion - No Obstruction! Democrats just want a do-over which they’ll never get!,6/10/2019 18:17,20969,90864,FALSE
Thank you @MarkLevinShow and John Eastman! https://t.co/PsoyEVynjT,6/10/2019 15:43,13488,49470,FALSE
RT @VP: .@POTUS’ strong stand got Mexico to do things they have never done before: 6000 National Guard at their southern border immigrati…,6/10/2019 15:36,13131,0,FALSE
https://t.co/2O43Na2Nmr,6/10/2019 13:33,11785,45133,FALSE
https://t.co/TwLPmiAB78,6/10/2019 13:33,11284,43379,FALSE
When will the Failing New York Times admit that their front page story on the  the new Mexico deal at the Border is a FRAUD and nothing more than a badly reported “hit job” on me something that has been going on since the first day I announced for the presidency! Sick Journalism,6/10/2019 11:09,21252,85681,FALSE
....We do not anticipate a problem with the vote but if for any reason the approval is not forthcoming Tariffs will be reinstated!,6/10/2019 10:31,17069,86915,FALSE
We have fully signed and documented another very important part of the Immigration and Security deal with Mexico one that the U.S. has been asking about getting for many years. It will be revealed in the not too distant future and will need a vote by Mexico’s Legislative body!..,6/10/2019 10:31,21290,102542,FALSE
RT @realDonaldTrump: Twitter should let the banned Conservative Voices back onto their platform without restriction. It’s called Freedom o…,6/10/2019 10:04,51046,0,FALSE
RT @realDonaldTrump: If President Obama made the deals that I have made both at the Border and for the Economy the Corrupt Media would be…,6/10/2019 10:03,33926,0,FALSE
RT @realDonaldTrump: For two years all the Democrats talked about was the Mueller Report because they knew that it was loaded up with 13 A…,6/10/2019 10:02,20211,0,FALSE
RT @realDonaldTrump: ....No Obstruction. The Dems were devastated - after all this time and money spent ($40000000) the Mueller Report w…,6/10/2019 10:02,20679,0,FALSE
RT @realDonaldTrump: The Failing @nytimes story on Mexico and Illegal Immigration through our Southern Border has now been proven shockingl…,6/10/2019 10:02,18855,0,FALSE
Now with our new deal Mexico is doing more for the USA on Illegal Immigration than the Democrats. In fact the Democrats are doing NOTHING they want Open Borderswhich means Illigal Immigration Drugs and Crime.,6/10/2019 10:00,18295,72455,FALSE
RT @larryelder: The Trump-hating media/dems now face a YUGE dilemma--how NOT to give @realDonaldTrump credit.#MexicoCavesAfterTariffThrea…,6/9/2019 23:51,10283,0,FALSE
"RT @BreitbartNews: .@senronjohnson: ""I called the Mexican ambassador and said regardless of what you read in the press understand if the p…",6/9/2019 23:41,11195,0,FALSE
RT @mitchellvii: Next we get to watch the Democrat Civil War between the Socialists and the Establishment during the debates in a race to s…,6/9/2019 23:35,8118,0,FALSE
"RT @mitchellvii: Trump wins historic landslide election.Democrats - ""Russia did it.""Trump sets economic records.Democrats - ""Obama di…",6/9/2019 23:35,13072,0,FALSE
RT @charliekirk11: It’s amazing to see Democrats within a span of 2 days go from being against Trump’s tariffs on Mexico to now being again…,6/9/2019 23:29,16720,0,FALSE
RT @RealCandaceO: Black America has been destroyed by liberal policies a liberal media and a liberal stranglehold on culture. Democrats…,6/9/2019 23:26,20951,0,FALSE
RT @TheRightMelissa: @realDonaldTrump For the few conservatives they have left on twitter is engaged in shadow banning of conservative con…,6/9/2019 23:23,8948,0,FALSE
RT @SecAzar: I’m pleased to announce that as a result of discussions between the Trump Administration and Gilead Sciences Inc. Gilead has…,6/9/2019 23:20,8172,0,FALSE
RT @SecAzar: The agreement will provide pre-exposure prophylaxis (PrEP) to treat individuals who are at risk for HIV and who are uninsured…,6/9/2019 23:20,4206,0,FALSE
RT @SecAzar: Under @POTUS’s leadership @HHSgov worked with Gilead to secure preventative medication for uninsured individuals at risk for…,6/9/2019 23:20,4087,0,FALSE
RT @SecAzar: The majority of Americans who are at risk and who could protect themselves with PrEP are still not receiving the medication. T…,6/9/2019 23:20,3819,0,FALSE
RT @SecAzar: Read more about the announcement here: https://t.co/fKZBchzJCh #HIV #EndHIVEpidemic,6/9/2019 23:20,3812,0,FALSE
The Failing @nytimes story on Mexico and Illegal Immigration through our Southern Border has now been proven shockingly false and untrue bad reporting and the paper is embarrassed by it. The only problem is that they knew it was Fake News before it went out. Corrupt Media!,6/9/2019 22:57,18855,70571,FALSE
....No Obstruction. The Dems were devastated - after all this time and money spent ($40000000) the Mueller Report was a disaster for them. But they want a Redo or Do Over. They are even bringing in @CNN sleazebag attorney John Dean. Sorry no Do Overs - Go back to work!,6/9/2019 22:50,20679,96906,FALSE
For two years all the Democrats talked about was the Mueller Report because they knew that it was loaded up with 13 Angry Democrat Trump Haters later increased to 18. But despite the bias when the Report came out the findings were No Collusion and facts that led to........,6/9/2019 22:50,20211,94152,FALSE
RT @RepDougCollins: Our Border Patrol agents are superheroes dealing with the border crisis every day. They are doing their job and it's t…,6/9/2019 13:36,10467,0,FALSE
If President Obama made the deals that I have made both at the Border and for the Economy the Corrupt Media would be hailing them as Incredible &amp; a National Holiday would be immediately declared. With me despite our record setting Economy and all that I have done no credit!,6/9/2019 13:26,33926,158126,FALSE
Twitter should let the banned Conservative Voices back onto their platform without restriction. It’s called Freedom of Speech remember. You are making a Giant Mistake!,6/9/2019 12:45,51046,174603,FALSE
.....there is not we can always go back to our previous very profitable position of Tariffs - But I don’t believe that will be necessary. The Failing @nytimes &amp; ratings challenged @CNN will do anything possible to see our Country fail! They are truly The Enemy of the People!,6/9/2019 12:26,20298,91287,FALSE
.....not mentioned in yesterday press release one in particular were agreed upon. That will be announced at the appropriate time. There is now going to be great cooperation between Mexico &amp; the USA something that didn’t exist for decades. However if for some unknown reason...,6/9/2019 12:26,15147,73931,FALSE
.....Mexico was not being cooperative on the Border in things we had or didn’t have and now I have full confidence especially after speaking to their President yesterday that they will be very cooperative and want to get the job properly done. Importantly some things.....,6/9/2019 12:26,6234,22087,FALSE
Another false report in the Failing  @nytimes. We have been trying to get some of these Border Actions for a long time as have other administrations but were not able to get them or get them in full until our signed agreement with Mexico. Additionally and for many years....,6/9/2019 12:26,20060,89401,FALSE
RT @realDonaldTrump: I am pleased to inform you that The United States of America has reached a signed agreement with Mexico. The Tariffs s…,6/9/2019 4:10,54307,0,FALSE
RT @realDonaldTrump: ....stem the tide of Migration through Mexico and to our Southern Border. This is being done to greatly reduce or el…,6/9/2019 4:10,37057,0,FALSE
RT @realDonaldTrump: MEXICO HAS AGREED TO IMMEDIATELY BEGIN BUYING LARGE QUANTITIES OF AGRICULTURAL PRODUCT FROM OUR GREAT PATRIOT FARMERS!,6/9/2019 4:09,33039,0,FALSE
I know it is not at all “Presidential” to hit back at the Corrupt Media or people who work for the Corrupt Media when they make false statements about me or the Trump Administration. Problem is if you don’t hit back people believe the Fake News is true. So we’ll hit back!,6/9/2019 4:08,41842,176484,FALSE
....other than to know he was and is a total Loser. When he makes statements about me they are made up he knows nothing!,6/9/2019 3:54,10528,59643,FALSE
Little @DonnyDeutsch whose show like his previous shoebiz tries is a disaster has been saying that I had been a friend of his. This is false. He &amp; separately @ErinBurnett used to BEG me to be on episodes of the Apprentice (both were bad) but that was it. Hardly knew him..,6/9/2019 3:54,12922,68458,FALSE
Just watched the Great @Rick24Barry Basketball Hall of Famer on the @marklevinshow @FoxNews. A wonderful interview of a very smart and interesting guy by the man Mark Levin who has the number one bestselling book Unfreedom of the Press. Two Winners!,6/9/2019 0:24,10880,53857,FALSE
Just watched the Great @RickBarry44 Backetball Hall of Famer on the @marklevinshow @FoxNews. A wonderful interview of a very smart and interesting guy by the man Mark Levin who has the number one bestselling book Unfreedom of the Press. Two Winners!,6/8/2019 23:44,2717,11615,FALSE
Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies almost everything they were saying was the opposite of the truth. Fake News! No wonder their ratings along with CNN are WAY DOWN. The hatred Comcast has is amazing!,6/8/2019 23:25,25381,109010,FALSE
I would like to thank the President of Mexico Andres Manuel Lopez Obrador and his foreign minister Marcelo Ebrard together with all of the many representatives of both the United States and Mexico for working so long and hard to get our agreement on immigration completed!,6/8/2019 14:20,29037,134416,FALSE
Everyone very excited about the new deal with Mexico!,6/8/2019 13:47,20616,118450,FALSE
Nervous Nancy Pelosi &amp; the Democrat House are getting nothing done. Perhaps they could lead the way with the USMCA the spectacular &amp; very popular new Trade Deal that replaces NAFTA the worst Trade Deal in the history of the U.S.A. Great for our Farmers Manufacturers &amp; Unions!,6/8/2019 13:43,21087,85750,FALSE
MEXICO HAS AGREED TO IMMEDIATELY BEGIN BUYING LARGE QUANTITIES OF AGRICULTURAL PRODUCT FROM OUR GREAT PATRIOT FARMERS!,6/8/2019 12:03,34068,172961,FALSE
Mexico will try very hard and if they do that this will be a very successful agreement for both the United States and Mexico!,6/8/2019 11:02,17182,92057,FALSE
Brandon Judd National Border Patrol Council: “That’s going to be a huge deal because Mexico will be using their strong Immigration Laws - A game changer. People no longer will be released into the U.S.” Also 6000 Mexican Troops at their Southern Border. Currently there are few!,6/8/2019 10:55,16512,66981,FALSE
While the reviews and reporting on our Border Immigration Agreement with Mexico have been very good there has nevertheless been much false reporting (surprise!) by the Fake and Corrupt News Media such as Comcast/NBC CNN @nytimes &amp; @washingtonpost. These “Fakers” are Bad News!,6/8/2019 10:47,15815,61966,FALSE
....stem the tide of Migration through Mexico and to our Southern Border. This is being done to greatly reduce or eliminate Illegal Immigration coming from Mexico and into the United States. Details of the agreement will be released shortly by the State Department. Thank you!,6/8/2019 0:31,38079,187307,FALSE
I am pleased to inform you that The United States of America has reached a signed agreement with Mexico. The Tariffs scheduled to be implemented by the U.S. on Monday against Mexico are hereby indefinitely suspended. Mexico in turn has agreed to take strong measures to....,6/8/2019 0:31,55891,239263,FALSE
....stem the tide of Migration through Mexico and to our Southern Border. This is being done to greatly reduce or eliminate Illegal Immigration coming from Mexico and into the United States. Details of the agreement will be released shortly be the State Department. Thank you!,6/8/2019 0:25,2319,7508,FALSE
I am pleased to inform you that The United States of America has reached a signed agreement with Mexico. The Tariffs scheduled to be implemented by the U.S. on Monday against Mexico are hereby indefinitely suspended. Mexico in turn has agreed to take strong measures to......,6/8/2019 0:25,2659,7515,FALSE
Dow Jones has best week of the year!,6/7/2019 21:43,20404,108090,FALSE
Heading back to D.C. Many great things are happening for our Country!,6/7/2019 17:43,14566,79570,FALSE
For all of the money we are spending NASA should NOT be talking about going to the Moon - We did that 50 years ago. They should be focused on the much bigger things we are doing including Mars (of which the Moon is a part) Defense and Science!,6/7/2019 17:38,28441,127571,FALSE
Democrats are incapable of doing a good and solid Immigration Bill!,6/7/2019 17:27,17266,77039,FALSE
If we are able to make the deal with Mexico &amp; there is a good chance that we will they will begin purchasing Farm &amp; Agricultural products at very high levels starting immediately. If we are unable to make the deal Mexico will begin paying Tariffs at the 5% level on Monday!,6/7/2019 17:16,15387,67643,FALSE
...and have no intention of doing anything other than going on a fishing expedition to see if they can find anything on me - both illegal &amp; unprecedented in U.S. history. There was no Collusion - Investigate the Investigators! Go to work on Drug Price Reductions &amp; Infrastructure!,6/7/2019 16:57,20912,103143,FALSE
Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas. There is no evidence for such a thing to have been said. Nervous Nancy &amp; Dems are getting Zero work done in Congress....,6/7/2019 16:57,29894,133404,FALSE
....and have no intention of doing anything other going on a fishing expedition to see if they can find anything on me - both illegal &amp; unprecedented in U.S. history. There was no Collusion - Investigate the Investigators! Go to work on Drug Price Reductions &amp; Infrastructure!,6/7/2019 16:44,3084,11356,FALSE
Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas. There is no evidence for such a thing to have been said. Nervous Nancy &amp; Dems are getting Zero work done in Congress...,6/7/2019 16:44,3013,10334,FALSE
China is subsidizing its product in order that it can continue to be sold in the USA. Many firms are leaving China for other countries including the United States in order to avoid paying the Tariffs. No visible increase in costs or inflation but U.S. is taking in Billions!,6/7/2019 16:36,15925,67954,FALSE
HAPPY BIRTHDAY to our great @VP Mike Pence! https://t.co/k2fmu5bR5R,6/7/2019 14:44,15188,85394,FALSE
https://t.co/xrrzYhPu0i,6/7/2019 11:29,14118,47314,FALSE
https://t.co/lNh7hQiQTN,6/7/2019 11:02,12122,48170,FALSE
#DDay75thAnniversary #DDay75 https://t.co/c8OTeHVScr,6/7/2019 7:43,10764,45819,FALSE
“Mueller’s report was pure political garbage!” @SeanHannity https://t.co/lRjtoPTiO8,6/7/2019 7:01,15741,62884,FALSE
John Solomon: Factual errors and major omissions in the Mueller Report show that it is totally biased against Trump.,6/7/2019 6:49,21187,82081,FALSE
RT @IngrahamAngle: For my full interview with ⁦@realDonaldTrump from Normandy⁩ tune in tonight #IngrahamAngle ⁦@FoxNews⁩ 10pET https://t.c…,6/6/2019 19:32,8383,0,FALSE
#DDay75thAnniversary https://t.co/GIsoLML4NP,6/6/2019 19:04,20630,83117,FALSE
Just signed Disaster Aid Bill to help Americans who have been hit by recent catastrophic storms. So important for our GREAT American farmers and ranchers. Help for GA FL IA NE NC and CA. Puerto Rico should love President Trump. Without me they would have been shut out! https://t.co/HXvYYdcNW5,6/6/2019 18:06,16690,71959,FALSE
To the men who sit behind me and to the boys who rest in the field before me: your example will never grow old. Your legend will never tire and your spirit - brave unyielding and true - will NEVER DIE! #DDay75thAnniversary https://t.co/5qwQjkvHdl,6/6/2019 17:55,18702,78887,FALSE
Today we remember those who fell and we honor all who fought here in Normandy. They won back this ground for civilization. To more than 170 Veterans of the Second World War who join us today: You are among the very greatest Americans who will ever live! #DDay75thAnniversary https://t.co/n0uIVHlkRL,6/6/2019 17:36,14692,62292,FALSE
So sorry to hear about the terrible accident involving our GREAT West Point Cadets. We mourn the loss of life and pray for the injured. God Bless them ALL!,6/6/2019 16:36,18800,102551,FALSE
#DDay75thAnniversary https://t.co/0fYfpvUghk,6/6/2019 11:50,13981,56005,FALSE
Heading over to Normandy to celebrate some of the bravest that ever lived. We are eternally grateful! #DDay75thAnniversary #DDay75 https://t.co/rg15c32Gow,6/6/2019 7:38,20027,88281,FALSE
A big and beautiful day today!,6/6/2019 5:57,23634,144329,FALSE
“The President has received glowing reviews from the British Media. Here at home not so much. MSNBC Ramps up hateful coverage and promotes conspiracy theories during Trump’s trip to Europe.”  @seanhannity  The good news is that @maddow is dying in the ratings along with @CNN!,6/6/2019 5:55,19126,80952,FALSE
#DDay75thAnniversary #DDay75 https://t.co/BwfVEt7gTG,6/6/2019 5:40,18541,68985,FALSE
....talks with Mexico will resume tomorrow with the understanding that if no agreement is reached Tariffs at the 5% level will begin on Monday with monthly increases as per schedule. The higher the Tariffs go the higher the number of companies that will move back to the USA!,6/5/2019 22:42,21028,94444,FALSE
Immigration discussions at the White House with representatives of Mexico have ended for the day. Progress is being made but not nearly enough! Border arrests for May are at 133000 because of Mexico &amp; the Democrats in Congress refusing to budge on immigration reform. Further...,6/5/2019 22:42,22382,95431,FALSE
As we approach the 75th Anniversary of D-Day we proudly commemorate those heroic and honorable patriots who gave their all for the cause of freedom during some of history’s darkest hours. #DDay75 https://t.co/hjTkdM7VcN,6/5/2019 12:18,20659,83254,FALSE
“House Republicans support the President on Tariffs with Mexico all the way &amp; that makes any measure the President takes on the Border totally Veto proof. Why wouldn’t you as Republicans support him when that will allow our President to make a better deal.” Thank you @GOPLeader,6/5/2019 8:20,17252,71555,FALSE
If the totally Corrupt Media was less corrupt I would be up by 15 points in the polls based on our tremendous success with the economy maybe Best Ever! If the Corrupt Media was actually fair I would be up by 25 points. Nevertheless despite the Fake News we’re doing great!,6/5/2019 8:17,19764,92870,FALSE
House Democrats fresh off a Republican victory against them (in Federal Court) on the Wall  keep asking people to come and testify regarding the No Collusion Witch Hunt. They are very unhappy with the Mueller Report especially with his corrective letter &amp; now want a Do Over!,6/5/2019 8:12,14282,60628,FALSE
Could not have been treated more warmly in the United Kingdom by the Royal Family or the people. Our relationship has never been better and I see a very big Trade Deal down the road. “This trip has been an incredible success for the President.” @IngrahamAngle,6/5/2019 8:02,21740,113592,FALSE
.@FLOTUS Melania and I send our deepest condolences to President Reuven Rivlin and the entire State of Israel upon the passing of Mrs. Nechama Rivlin. Mrs. Rivlin represented her beloved country with grace and stature. We will miss her along with all those who knew her.,6/5/2019 7:31,11875,67902,FALSE
If the totally Corrupt Media was less corrupt I would be up by 15 points in the polls based on our tremendous success with the economy maybe Best Ever! If the Corrup Media was actually fair I would be up by 25 points. Nevertheless despite the Fake News we’re doing great!,6/5/2019 6:57,2656,11364,FALSE
RT @realDonaldTrump: Just had a big victory in Federal Court over the Democrats in the House on the desperately needed Border Wall. A big s…,6/5/2019 6:46,31412,0,FALSE
I kept hearing that there would be “massive” rallies against me in the UK but it was quite the opposite. The big crowds which the Corrupt Media hates to show were those that gathered in support of the USA and me. They were big &amp; enthusiastic as opposed to the organized flops!,6/5/2019 6:01,24995,116646,FALSE
Plagiarism charge against Sleepy Joe Biden on his ridiculous Climate Change Plan is a big problem but the Corrupt Media will save him. His other problem is that he is drawing flies not people to his Rallies. Nobody is showing up I mean nobody. You can’t win without people!,6/5/2019 5:55,22903,104382,FALSE
#USStateVisit🇺🇸🇬🇧 https://t.co/XKa0iJRQYO,6/5/2019 5:41,12563,60216,FALSE
Washed up psycho @BetteMidler was forced to apologize for a statement she attributed to me that turned out to be totally fabricated by her in order to make “your great president” look really bad. She got caught just like the Fake News Media gets caught. A sick scammer!,6/5/2019 0:30,30618,131679,FALSE
Can you imagine Cryin’ Chuck Schumer saying out loud for all to hear that I am bluffing with respect to putting Tariffs on Mexico. What a Creep. He would rather have our Country fail with drugs &amp; Immigration than give Republicans a win. But he gave Mexico bad advice no bluff!,6/5/2019 0:04,24513,93681,FALSE
RT @USAmbUK: President @realdonaldtrump and @FLOTUS welcome The Prince of Wales and The Duchess of Cornwall as they arrive at Winfield Hous…,6/4/2019 22:09,9365,0,FALSE
RT @RoyalFamily: Tonight The Prince of Wales and The Duchess of Cornwall attended a dinner in London hosted by @POTUS and @FLOTUS on the s…,6/4/2019 22:07,9823,0,FALSE
Just had a big victory in Federal Court over the Democrats in the House on the desperately needed Border Wall. A big step in the right direction. Wall is under construction!,6/4/2019 18:09,31409,141841,FALSE
Thank you @Theresa_May!🇺🇸🇬🇧 https://t.co/zFJj47UuHO,6/4/2019 14:50,14573,81339,FALSE
https://t.co/tlGGQJahr1,6/4/2019 13:52,10423,45790,FALSE
RT @TheDukeOfYork: 🇬🇧🇺🇸On Day 2 of the #USStateVisit The Duke of York &amp; Prime Minister @TheresaMay welcome President Donald Trump @POTUS t…,6/4/2019 12:48,7585,0,FALSE
#USStateVisit🇺🇸🇬🇧 https://t.co/8eN2bvtLLU,6/4/2019 8:17,22296,108006,FALSE
House just passed the 19.1 Billion Dollar Disaster Aid Bill. Great now we will get it done in the Senate! Farmers Puerto Rico and all will be very happy.,6/3/2019 23:58,5545,24883,FALSE
"RT @WhiteHouse: ""On behalf of all Americans I offer a toast to the eternal friendship of our people the vitality of our nations and to t…",6/3/2019 22:29,15695,0,FALSE
"RT @WhiteHouse: ""This evening we thank God for the brave sons of the United Kingdom and the United States who defeated the Nazis and the…",6/3/2019 22:29,16628,0,FALSE
RT @WhiteHouse: President @realDonaldTrump and @FLOTUS are guests of Her Majesty Queen Elizabeth II for a State Banquet at Buckingham Palac…,6/3/2019 22:29,11368,0,FALSE
RT @RoyalFamily: The Prince of Wales The Duchess of Cornwall @ClarenceHouse The Duke and Duchess of Cambridge @KensingtonRoyal The Duke o…,6/3/2019 22:29,9639,0,FALSE
As a sign of good faith Mexico should immediately stop the flow of people and drugs through their country and to our Southern Border. They can do it if they want!,6/3/2019 18:11,23064,104600,FALSE
Russia has informed us that they have removed most of their people from Venezuela.,6/3/2019 17:44,35927,133764,FALSE
....Fake News will be working hard to find them. Great love all around. Also big Trade Deal is possible once U.K. gets rid of the shackles. Already starting to talk!,6/3/2019 17:41,22267,124305,FALSE
London part of trip is going really well. The Queen and the entire Royal family have been fantastic. The relationship with the United Kingdom is very strong. Tremendous crowds of well wishers and people that love our Country. Haven’t seen any protests yet but I’m sure the....,6/3/2019 17:41,27856,154695,FALSE
RT @RoyalFamily: The Queen President Trump and the First Lady view a display of items from the Royal Collection illustrating the enduring…,6/3/2019 16:42,11744,0,FALSE
RT @RoyalFamily: The President and The Prince of Wales inspect a Guard of Honour formed by Nijmegen Company Grenadier Guards. #USStateVisi…,6/3/2019 16:42,7533,0,FALSE
RT @RoyalFamily: The President and Mrs Trump stand with The Queen The Prince of Wales and The Duchess of Cornwall as the US and UK nationa…,6/3/2019 16:42,8127,0,FALSE
I believe that if people stoped using or subscribing to @ATT they would be forced to make big changes at @CNN which is dying in the ratings anyway. It is so unfair with such bad Fake News! Why wouldn’t they act. When the World watches @CNN it gets a false picture of USA. Sad!,6/3/2019 10:50,24604,99546,FALSE
Just arrived in the United Kingdom. The only problem is that @CNN is the primary source of news available from the U.S. After watching it for a short while I turned it off. All negative &amp; so much Fake News very bad for U.S. Big ratings drop. Why doesn’t owner @ATT do something?,6/3/2019 10:37,27168,114027,FALSE
China is subsidizing its product in order that it can continue to be sold in the USA. Many firms are leaving China for other countries including the United States in order to avoid paying the Tariffs. No visible increase in costs or inflation but U.S. is taking Billions!,6/3/2019 10:07,16997,74134,FALSE
Thank you! 🇺🇸🇬🇧 https://t.co/hm6RXLeWpp,6/3/2019 8:54,15011,79970,FALSE
....Kahn reminds me very much of our very dumb and incompetent Mayor of NYC de Blasio who has also done a terrible job - only half his height. In any event I look forward to being a great friend to the United Kingdom and am looking very much forward to my visit. Landing now!,6/3/2019 7:51,31415,151155,FALSE
.@SadiqKhan who by all accounts has done a terrible job as Mayor of London has been foolishly “nasty” to the visiting President of the United States by far the most important ally of the United Kingdom. He is a stone cold loser who should focus on crime in London not me......,6/3/2019 7:51,47335,201594,FALSE
RT @SteveScalise: Thank you for your leadership on this @realDonaldTrump! It was great to visit the Cameron LNG export facility with you l…,6/3/2019 7:11,9173,0,FALSE
BIG NEWS! As I promised two weeks ago the first shipment of LNG has just left the Cameron LNG Export Facility in Louisiana. Not only have thousands of JOBS been created in USA we’re shipping freedom and opportunity abroad!,6/3/2019 1:44,22313,102531,FALSE
Kevin Hassett who has done such a great job for me and the Administration will be leaving shortly. His very talented replacement will be named as soon as I get back to the U.S. I want to thank Kevin for all he has done - he is a true friend!,6/3/2019 1:41,12354,70756,FALSE
Hearing word that Russia Syria and to a lesser extent Iran are bombing the hell out of Idlib Province in Syria and indiscriminately killing many innocent civilians. The World is watching this butchery. What is the purpose what will it get you? STOP!,6/2/2019 23:49,23268,92245,FALSE
Democrats can’t impeach a Republican President for crimes committed by Democrats. The facts are “pouring” in. The Greatest Witch Hunt in American History! Congress go back to work and help us at the Border with Drug Prices and on Infrastructure.,6/2/2019 23:43,29701,108682,FALSE
Mexico is sending a big delegation to talk about the Border. Problem is they’ve been “talking” for 25 years. We want action not talk. They could solve the Border Crisis in one day if they so desired. Otherwise our companies and jobs are coming back to the USA!,6/2/2019 18:19,27977,111171,FALSE
Peggy Noonan the simplistic writer for Trump Haters all is stuck in the past glory of Reagan and has no idea what is happening with the Radical Left Democrats or how vicious and desperate they are. Mueller had to correct his ridiculous statement Peggy never understood it!,6/2/2019 18:13,16659,71097,FALSE
RT @realDonaldTrump: THE TRUTH! The Witch Hunt is dead. Thank you @marcthiessen. https://t.co/myKaSEnbs7,6/2/2019 13:00,16139,0,FALSE
RT @realDonaldTrump: GREAT NEWS! #MAGA https://t.co/91Yk8B11bP,6/2/2019 12:45,20804,0,FALSE
I never called Meghan Markle “nasty.” Made up by the Fake News Media and they got caught cold! Will @CNN @nytimes and others apologize? Doubt it!,6/2/2019 12:44,25475,104435,FALSE
NO COLLUSION NO OBSTRUCTION NO NOTHING! “What the Democrats are trying to do is the biggest sin in the impeachment business.” David Rivkin Constitutional Scholar. Meantime the Dems are getting nothing done in Congress. They are frozen stiff. Get back to work much to do!,6/2/2019 12:30,21647,89683,FALSE
The Wall is under construction and moving along quickly despite all of the Radical Liberal Democrat lawsuits. What are they thinking as our Country is invaded by so many people (illegals) and things (Drugs) that we do not want. Make America Great Again!,6/2/2019 11:53,19290,81310,FALSE
....Coyotes and Illegal Immigrants which they can do very easily or our many companies and jobs that have been foolishly allowed to move South of the Border will be brought back into the United States through taxation (Tariffs). America has had enough!,6/2/2019 11:44,21613,107985,FALSE
People have been saying for years that we should talk to Mexico. The problem is that Mexico is an “abuser” of the United States taking but never giving. It has been this way for decades. Either they stop the invasion of our Country by Drug Dealers Cartels Human Traffickers....,6/2/2019 11:44,24632,116369,FALSE
The Democrats are doing nothing on the Border to address the Humanitarian and National Security Crisis! Could be fixed so easily if they would vote with Republicans to fix the loopholes.,6/2/2019 11:09,16464,67298,FALSE
RT @realDonaldTrump: I will be announcing my Second Term Presidential Run with First Lady Melania Vice President Mike Pence and Second La…,6/2/2019 10:55,35846,0,FALSE
The Great Jerry West will be receiving our Nation’s highest civilian honor The Presidential Medal of Freedom for his outstanding career both on and off the court. Happy Birthday Jerry! @Sen_JoeManchin https://t.co/3kNEpteYfW,6/2/2019 2:28,9986,49029,FALSE
THE TRUTH! The Witch Hunt is dead. Thank you @marcthiessen. https://t.co/myKaSEnbs7,6/2/2019 1:58,16136,64543,FALSE
RT @DavidBrodyCBN: Trump's approval rating hits highest point in two years https://t.co/TT09Ovd5r8,6/1/2019 23:32,9846,0,FALSE
RT @peterbakernyt: Trump to award Medal of Freedom to Arthur Laffer father of supply side economics that gained prominence in the Reagan y…,6/1/2019 23:32,5649,0,FALSE
RT @DavidBrodyCBN: .@jaketapper and @CNN are spreading a false story. This is a perfect example of how the liberal media takes something co…,6/1/2019 23:31,8331,0,FALSE
RT @JennaBrowder: #FaithNation everyday at 6pm eastern — join me and @JohnJessupCBN over on the new 24/7 CBN News Channel by downloading ou…,6/1/2019 23:27,3960,0,FALSE
RT @JennaBrowder: “This is not a political endorsement. It’s just simply praying for the president.” - @Franklin_Graham tells me and @JohnJ…,6/1/2019 23:26,5190,0,FALSE
RT @FaithandFreedom: We are encouraged to join together in prayer for Pres. @realDonaldTrump on June 2nd with faith leaders such as @Frankl…,6/1/2019 23:25,6815,0,FALSE
We will all stick together and WIN! Thank you Franklin. https://t.co/IS7OfkmGKA,6/1/2019 23:23,19122,75547,FALSE
RT @Franklin_Graham: Announcing Special Day of Prayer for the President - June 2 https://t.co/IxtApdsjOI,6/1/2019 23:19,14802,0,FALSE
RT @toddstarnes: Franklin Graham Calls for National Day of Prayer for President Trump - https://t.co/WS2nRB1oME https://t.co/Smu9eC9YAG,6/1/2019 23:18,5878,0,FALSE
RT @jackngraham: I’m joining my good friend @Franklin_Graham and hundreds of other faith leaders in asking our churches across America to p…,6/1/2019 23:16,5966,0,FALSE
RT @Franklin_Graham: I want to remind everyone of the importance of praying for @POTUS @realDonaldTrump this Sun. June 2. We need to pray…,6/1/2019 23:15,14661,0,FALSE
RT @Franklin_Graham: Thank you to the thousands of people who have already let me know that you'll be praying this Sunday. If you’d like to…,6/1/2019 23:15,6436,0,FALSE
RT @Franklin_Graham: I also hope thousands of pastors across the nation will take a moment in their service this Sunday to pray for the Pre…,6/1/2019 23:15,7148,0,FALSE
RT @financialissues: .@Franklin_Graham will be joining me LIVE on Financial Issues to talk about the nationwide movement Special Day of Pr…,6/1/2019 23:14,4501,0,FALSE
Thank you so much Franklin! https://t.co/LK7sHUGrZ7,6/1/2019 23:14,8744,41184,FALSE
